,Concurso,Jogo,HG,Home,S,Away,AG,Dia,Res,HRG,ARG
5006,Concurso 358 (13/04/2009),9,0,GAMA/DF, ,DOM PEDRO/DF,0,Domingo ,D,24,1
5007,Concurso 358 (13/04/2009),10,3,FORTALEZA/CE, ,BOA VIAGEM/CE,2,Domingo ,H,43,5
5008,Concurso 358 (13/04/2009),11,1,GUARANY/CE, ,FERROVIÁRIO/CE,0,Domingo ,H,0,22
5009,Concurso 358 (13/04/2009),12,5,ATLÉTICO/GO, ,ITUMBIARA/GO,1,Domingo ,H,29,4
5010,Concurso 358 (13/04/2009),13,0,VASCO DA GAMA/RJ, ,BOTAFOGO/RJ,4,Sábado ,A,38,25
5011,Concurso 358 (13/04/2009),14,2,SANTOS/SP, ,PALMEIRAS/SP,1,Sábado ,H,38,22
5012,Concurso 359 (20/04/2009),1,0,SÃO PAULO/SP, ,CORINTHIANS/SP,2,Domingo ,A,36,31
5013,Concurso 359 (20/04/2009),2,8,INTERNACIONAL/RS, ,CAXIAS/RS,1,Domingo ,H,42,5
5014,Concurso 359 (20/04/2009),3,1,BRASILIENSE/DF, ,GAMA/DF,1,Domingo ,D,38,27
5015,Concurso 359 (20/04/2009),4,2,GOIÁS/GO, ,CRAC/GO,0,Domingo ,H,40,7
5016,Concurso 359 (20/04/2009),5,0,CORITIBA/PR, ,IRATY/PR,1,Domingo ,A,32,6
5017,Concurso 359 (20/04/2009),6,3,ATLÉTICO/PR, ,PARANÁ/PR,0,Sábado ,H,33,18
5018,Concurso 359 (20/04/2009),7,0,AVAÍ/SC, ,CHAPECOENSE/SC,1,Domingo ,A,29,11
5019,Concurso 359 (20/04/2009),8,1,CRICIÚMA/SC, ,JOINVILLE/SC,2,Domingo ,A,39,24
5020,Concurso 359 (20/04/2009),9,1,DOM PEDRO/DF, ,BRASILIA/DF,3,Domingo ,A,2,0
5021,Concurso 359 (20/04/2009),10,1,ITUMBIARA/GO, ,ATLÉTICO/GO,2,Domingo ,A,18,22
5022,Concurso 359 (20/04/2009),11,0,NÁUTICO/PE, ,SPORT/PE,0,Domingo ,D,35,15
5023,Concurso 359 (20/04/2009),12,1,REMO/PA, ,SÃO RAIMUNDO/PA,1,Domingo ,D,36,2
5024,Concurso 359 (20/04/2009),13,1,PALMEIRAS/SP, ,SANTOS/SP,2,Sábado ,A,43,11
5025,Concurso 359 (20/04/2009),14,1,FLAMENGO/RJ, ,BOTAFOGO/RJ,0,Domingo ,H,38,29
5026,Concurso 360 (27/04/2009),1,2,BOTAFOGO/RJ, ,FLAMENGO/RJ,2,Domingo ,D,32,26
5027,Concurso 360 (27/04/2009),2,1,CEARÁ/CE, ,FORTALEZA/CE,2,Domingo ,A,33,23
5028,Concurso 360 (27/04/2009),3,2,TREZE/PB, ,SOUSA/PB,0,Domingo ,H,7,1
5029,Concurso 360 (27/04/2009),4,1,BRASILIA/DF, ,BRASILIENSE/DF,2,Sábado ,A,0,27
5030,Concurso 360 (27/04/2009),5,2,ATLÉTICO/PR, ,CORITIBA/PR,4,Domingo ,A,35,23
5031,Concurso 360 (27/04/2009),6,3,PARANÁ/PR, ,IRATY/PR,3,Sábado ,D,20,7
5032,Concurso 360 (27/04/2009),7,2,SÃO MATEUS/ES, ,RIO BRANCO/ES,1,Sábado ,H,0,1
5033,Concurso 360 (27/04/2009),8,1,CONFIANÇA/SE, ,SERGIPE/SE,3,Sábado ,A,11,18
5034,Concurso 360 (27/04/2009),9,2,ATLÉTICO/GO, ,GOIÁS/GO,1,Domingo ,H,34,32
5035,Concurso 360 (27/04/2009),10,3,CHAPECOENSE/SC, ,AVAÍ/SC,1,Domingo ,H,29,32
5036,Concurso 360 (27/04/2009),11,2,SÃO RAIMUNDO/PA, ,REMO/PA,1,Domingo ,H,7,28
5037,Concurso 360 (27/04/2009),12,5,CRUZEIRO/MG, ,ATLÉTICO/MG,0,Domingo ,H,44,25
5038,Concurso 360 (27/04/2009),13,2,PONTE PRETA/SP, ,BARUERI/SP,0,Sábado ,H,37,14
5039,Concurso 360 (27/04/2009),14,1,SANTOS/SP, ,CORINTHIANS/SP,3,Domingo ,A,37,29
5040,Concurso 361 (04/05/2009),1,1,CORINTHIANS/SP, ,SANTOS/SP,1,Domingo ,D,37,13
5041,Concurso 361 (04/05/2009),2,1,ATLÉTICO/MG, ,CRUZEIRO/MG,1,Domingo ,D,29,25
5042,Concurso 361 (04/05/2009),3,2,GOIÁS/GO, ,ATLÉTICO/GO,0,Domingo ,H,38,24
5043,Concurso 361 (04/05/2009),4,6,PAYSANDU/PA, ,SÃO RAIMUNDO/PA,1,Domingo ,H,29,3
5044,Concurso 361 (04/05/2009),5,3,AVAÍ/SC, ,CHAPECOENSE/SC,1,Domingo ,H,29,12
5045,Concurso 361 (04/05/2009),6,2,BRASILIENSE/DF, ,BRASILIA/DF,0,Sábado ,H,39,3
5046,Concurso 361 (04/05/2009),7,2,VITÓRIA/BA, ,BAHIA/BA,2,Domingo ,D,34,31
5047,Concurso 361 (04/05/2009),8,1,FORTALEZA/CE, ,CEARÁ/CE,1,Domingo ,D,45,30
5048,Concurso 361 (04/05/2009),9,1,TREZE/PB, ,SOUSA/PB,2,Domingo ,A,9,1
5049,Concurso 361 (04/05/2009),10,0,VILAVELHENSE/ES, ,RIO BRANCO/ES,0,Sábado ,D,2,2
5050,Concurso 361 (04/05/2009),11,2,DESPORTIVA/ES, ,SÃO MATEUS/ES,1,Sábado ,H,4,3
5051,Concurso 361 (04/05/2009),12,2,ATLÉTICO/PR, ,CIANORTE/PR,0,Domingo ,H,36,0
5052,Concurso 361 (04/05/2009),13,1,BARUERI/SP, ,PONTE PRETA/SP,1,Sábado ,D,26,23
5053,Concurso 361 (04/05/2009),14,2,FLAMENGO/RJ, ,BOTAFOGO/RJ,2,Domingo ,D,36,29
5054,Concurso 362 (11/05/2009),1,0,CORINTHIANS/SP, ,INTERNACIONAL/RS,1,Domingo ,A,38,22
5055,Concurso 362 (11/05/2009),2,2,CRUZEIRO/MG, ,FLAMENGO/RJ,0,Domingo ,H,47,27
5056,Concurso 362 (11/05/2009),3,1,FLUMINENSE/RJ, ,SÃO PAULO/SP,0,Domingo ,H,23,30
5057,Concurso 362 (11/05/2009),4,2,BAHIA/BA, ,PARANÁ/PR,0,Sábado ,H,24,18
5058,Concurso 362 (11/05/2009),5,1,AMÉRICA/RN, ,ATLÉTICO/GO,2,Sábado ,A,17,24
5059,Concurso 362 (11/05/2009),6,2,JUVENTUDE/RS, ,CEARÁ/CE,2,Sábado ,D,29,28
5060,Concurso 362 (11/05/2009),7,0,VILA NOVA/GO, ,PORTUGUESA DESPORTOS/SP,0,Sábado ,D,30,19
5061,Concurso 362 (11/05/2009),8,3,GOIÁS/GO, ,NÁUTICO/PE,3,Domingo ,D,40,22
5062,Concurso 362 (11/05/2009),9,2,AVAÍ/SC, ,ATLÉTICO/MG,2,Sábado ,D,32,19
5063,Concurso 362 (11/05/2009),10,1,SPORT/PE, ,BARUERI/SP,1,Sábado ,D,34,14
5064,Concurso 362 (11/05/2009),11,0,ATLÉTICO/PR, ,VITÓRIA/BA,2,Domingo ,A,33,19
5065,Concurso 362 (11/05/2009),12,1,SANTO ANDRÉ/SP, ,BOTAFOGO/RJ,1,Domingo ,D,25,30
5066,Concurso 362 (11/05/2009),13,2,PALMEIRAS/SP, ,CORITIBA/PR,1,Sábado ,H,41,27
5067,Concurso 362 (11/05/2009),14,1,GRÊMIO/RS, ,SANTOS/SP,1,Domingo ,D,34,13
5068,Concurso 363 (18/05/2009),1,2,INTERNACIONAL/RS, ,PALMEIRAS/SP,0,Domingo ,H,49,23
5069,Concurso 363 (18/05/2009),2,0,BOTAFOGO/RJ, ,CORINTHIANS/SP,0,Domingo ,D,31,31
5070,Concurso 363 (18/05/2009),3,3,SANTOS/SP, ,GOIÁS/GO,3,Domingo ,D,36,28
5071,Concurso 363 (18/05/2009),4,1,A B C/RN, ,FIGUEIRENSE/SC,3,Sábado ,A,16,22
5072,Concurso 363 (18/05/2009),5,2,BRASILIENSE/DF, ,CAMPINENSE/PB,1,Sábado ,H,38,3
5073,Concurso 363 (18/05/2009),6,2,SÃO CAETANO/SP, ,BAHIA/BA,1,Sábado ,H,34,30
5074,Concurso 363 (18/05/2009),7,0,CEARÁ/CE, ,VASCO DA GAMA/RJ,2,Sábado ,A,33,25
5075,Concurso 363 (18/05/2009),8,0,BARUERI/SP, ,FLUMINENSE/RJ,0,Domingo ,D,27,26
5076,Concurso 363 (18/05/2009),9,2,CORITIBA/PR, ,SANTO ANDRÉ/SP,4,Sábado ,A,30,23
5077,Concurso 363 (18/05/2009),10,2,NÁUTICO/PE, ,CRUZEIRO/MG,0,Domingo ,H,29,24
5078,Concurso 363 (18/05/2009),11,0,FLAMENGO/RJ, ,AVAÍ/SC,0,Sábado ,D,36,32
5079,Concurso 363 (18/05/2009),12,1,VITÓRIA/BA, ,SPORT/PE,0,Domingo ,H,34,14
5080,Concurso 363 (18/05/2009),13,2,SÃO PAULO/SP, ,ATLÉTICO/PR,2,Domingo ,D,36,15
5081,Concurso 363 (18/05/2009),14,2,ATLÉTICO/MG, ,GRÊMIO/RS,1,Sábado ,H,30,31
5082,Concurso 364 (25/05/2009),1,0,PALMEIRAS/SP, ,SÃO PAULO/SP,0,Domingo ,D,42,29
5083,Concurso 364 (25/05/2009),2,2,GRÊMIO/RS, ,BOTAFOGO/RJ,0,Domingo ,H,34,31
5084,Concurso 364 (25/05/2009),3,2,SPORT/PE, ,ATLÉTICO/MG,3,Domingo ,A,34,20
5085,Concurso 364 (25/05/2009),4,1,BAHIA/BA, ,CEARÁ/CE,0,Sábado ,H,26,28
5086,Concurso 364 (25/05/2009),5,2,AMÉRICA/MG, ,GAMA/DF,0,Domingo ,H,26,26
5087,Concurso 364 (25/05/2009),6,2,JUVENTUDE/RS, ,A B C/RN,0,Sábado ,H,30,16
5088,Concurso 364 (25/05/2009),7,1,CRICIÚMA/SC, ,MARÍLIA/SP,1,Domingo ,D,37,25
5089,Concurso 364 (25/05/2009),8,2,AVAÍ/SC, ,CORITIBA/PR,2,Domingo ,D,33,27
5090,Concurso 364 (25/05/2009),9,1,FLUMINENSE/RJ, ,SANTOS/SP,4,Domingo ,A,22,13
5091,Concurso 364 (25/05/2009),10,2,ATLÉTICO/PR, ,NÁUTICO/PE,3,Domingo ,A,32,22
5092,Concurso 364 (25/05/2009),11,2,CRUZEIRO/MG, ,VITÓRIA/BA,0,Sábado ,H,45,21
5093,Concurso 364 (25/05/2009),12,1,SANTO ANDRÉ/SP, ,FLAMENGO/RJ,2,Domingo ,A,24,27
5094,Concurso 364 (25/05/2009),13,2,CORINTHIANS/SP, ,BARUERI/SP,1,Sábado ,H,36,15
5095,Concurso 364 (25/05/2009),14,0,GOIÁS/GO, ,INTERNACIONAL/RS,1,Sábado ,A,42,22
5096,Concurso 365 (01/06/2009),1,3,SANTOS/SP, ,CORINTHIANS/SP,1,Domingo ,H,35,30
5097,Concurso 365 (01/06/2009),2,1,CORITIBA/PR, ,GOIÁS/GO,3,Sábado ,A,30,29
5098,Concurso 365 (01/06/2009),3,2,BRASILIENSE/DF, ,JUVENTUDE/RS,0,Sábado ,H,37,20
5099,Concurso 365 (01/06/2009),4,3,PARANÁ/PR, ,VASCO DA GAMA/RJ,1,Sábado ,H,22,24
5100,Concurso 365 (01/06/2009),5,1,CAXIAS/RS, ,CRICIÚMA/SC,0,Domingo ,H,19,17
5101,Concurso 365 (01/06/2009),6,0,PORTUGUESA DESPORTOS/SP, ,BAHIA/BA,0,Sábado ,D,32,31
5102,Concurso 365 (01/06/2009),7,1,VITÓRIA/BA, ,GRÊMIO/RS,0,Domingo ,H,35,30
5103,Concurso 365 (01/06/2009),8,2,INTERNACIONAL/RS, ,AVAÍ/SC,1,Domingo ,H,49,31
5104,Concurso 365 (01/06/2009),9,2,BARUERI/SP, ,PALMEIRAS/SP,2,Domingo ,D,27,22
5105,Concurso 365 (01/06/2009),10,1,NÁUTICO/PE, ,FLUMINENSE/RJ,1,Domingo ,D,29,22
5106,Concurso 365 (01/06/2009),11,0,ATLÉTICO/MG, ,SANTO ANDRE/SP,0,Sábado ,D,29,10
5107,Concurso 365 (01/06/2009),12,2,BOTAFOGO/RJ, ,SPORT/PE,2,Sábado ,D,30,14
5108,Concurso 365 (01/06/2009),13,2,FLAMENGO/RJ, ,ATLÉTICO/PR,1,Domingo ,H,31,15
5109,Concurso 365 (01/06/2009),14,3,SÃO PAULO/SP, ,CRUZEIRO/MG,0,Domingo ,H,35,23
5110,Concurso 366 (08/06/2009),1,1,CRUZEIRO/MG, ,INTERNACIONAL/RS,1,Domingo ,D,44,22
5111,Concurso 366 (08/06/2009),2,0,ATLÉTICO/PR, ,ATLÉTICO/MG,4,Domingo ,A,33,23
5112,Concurso 366 (08/06/2009),3,0,AVAÍ/SC, ,SÃO PAULO/SP,0,Domingo ,D,34,29
5113,Concurso 366 (08/06/2009),4,2,AMÉRICA/RN, ,BRASILIENSE/DF,1,Sábado ,H,17,28
5114,Concurso 366 (08/06/2009),5,5,PONTE PRETA/SP, ,PORTUGUESA DESPORTOS/SP,2,Sábado ,H,38,18
5115,Concurso 366 (08/06/2009),6,4,BAHIA/BA, ,A B C/RN,0,Sábado ,H,27,16
5116,Concurso 366 (08/06/2009),7,0,VASCO DA GAMA/RJ, ,SÃO CAETANO/SP,0,Sábado ,D,36,23
5117,Concurso 366 (08/06/2009),8,1,CONFIANÇA/SE, ,SERGIPE/SE,2,Domingo ,A,12,21
5118,Concurso 366 (08/06/2009),9,0,CRB/AL, ,ASA/AL,1,Domingo ,A,22,0
5119,Concurso 366 (08/06/2009),10,2,CORINTHIANS/SP, ,CORITIBA/PR,0,Sábado ,H,36,29
5120,Concurso 366 (08/06/2009),11,2,GOIÁS/GO, ,BARUERI/SP,2,Domingo ,D,41,16
5121,Concurso 366 (08/06/2009),12,2,PALMEIRAS/SP, ,VITÓRIA/BA,1,Domingo ,H,38,18
5122,Concurso 366 (08/06/2009),13,4,SPORT/PE, ,FLAMENGO/RJ,2,Domingo ,H,33,27
5123,Concurso 366 (08/06/2009),14,1,FLUMINENSE/RJ, ,BOTAFOGO/RJ,0,Domingo ,H,21,29
5124,Concurso 367 (15/06/2009),1,3,PALMEIRAS/SP, ,CRUZEIRO/MG,1,Domingo ,H,37,23
5125,Concurso 367 (15/06/2009),2,0,GOIÁS/GO, ,CORINTHIANS/SP,0,Domingo ,D,43,29
5126,Concurso 367 (15/06/2009),3,0,INTERNACIONAL/RS, ,VITÓRIA/BA,0,Domingo ,D,49,16
5127,Concurso 367 (15/06/2009),4,0,GUARANI/SP, ,VASCO DA GAMA/RJ,0,Sábado ,D,28,24
5128,Concurso 367 (15/06/2009),5,3,PAYSANDU/PA, ,RIO BRANCO/AC,1,Domingo ,H,33,4
5129,Concurso 367 (15/06/2009),6,1,BRASIL/RS, ,CRICIÚMA/SC,0,Domingo ,H,9,16
5130,Concurso 367 (15/06/2009),7,1,A B C/RN, ,VILA NOVA/GO,0,Sábado ,H,17,34
5131,Concurso 367 (15/06/2009),8,3,ATLÉTICO/GO, ,FIGUEIRENSE/SC,2,Sábado ,H,36,21
5132,Concurso 367 (15/06/2009),9,1,SÃO PAULO/SP, ,SANTO ANDRÉ/SP,1,Sábado ,D,36,25
5133,Concurso 367 (15/06/2009),10,0,SPORT/PE, ,ATLÉTICO/PR,1,Sábado ,A,36,16
5134,Concurso 367 (15/06/2009),11,5,CORITIBA/PR, ,FLAMENGO/RJ,0,Domingo ,H,29,29
5135,Concurso 367 (15/06/2009),12,3,ATLÉTICO/MG, ,NÁUTICO/PE,0,Domingo ,H,29,24
5136,Concurso 367 (15/06/2009),13,2,BOTAFOGO/RJ, ,SANTOS/SP,0,Sábado ,H,29,17
5137,Concurso 367 (15/06/2009),14,0,FLUMINENSE/RJ, ,GRÊMIO/RS,0,Domingo ,D,21,29
5138,Concurso 368 (22/06/2009),1,4,FLAMENGO/RJ, ,INTERNACIONAL/RS,0,Domingo ,H,31,22
5139,Concurso 368 (22/06/2009),2,2,SANTOS/SP, ,ATLÉTICO/MG,3,Domingo ,A,38,26
5140,Concurso 368 (22/06/2009),3,4,VITÓRIA/BA, ,BOTAFOGO/RJ,3,Sábado ,H,35,28
5141,Concurso 368 (22/06/2009),4,2,CAMPINENSE/PB, ,FORTALEZA/CE,4,Sábado ,A,17,24
5142,Concurso 368 (22/06/2009),5,2,VILA NOVA/GO, ,ATLÉTICO/GO,3,Sábado ,A,29,26
5143,Concurso 368 (22/06/2009),6,0,PONTE PRETA/SP, ,GUARANI/SP,1,Sábado ,A,40,22
5144,Concurso 368 (22/06/2009),7,1,AMÉRICA/RN, ,A B C/RN,0,Sábado ,H,17,16
5145,Concurso 368 (22/06/2009),8,2,SANTO ANDRÉ/SP, ,SPORT/PE,1,Sábado ,H,23,15
5146,Concurso 368 (22/06/2009),9,0,NÁUTICO/PE, ,CORITIBA/PR,1,Sábado ,A,27,27
5147,Concurso 368 (22/06/2009),10,2,CRUZEIRO/MG, ,BARUERI/SP,4,Domingo ,A,43,18
5148,Concurso 368 (22/06/2009),11,3,AVAÍ/SC, ,FLUMINENSE/RJ,2,Sábado ,H,32,22
5149,Concurso 368 (22/06/2009),12,2,GRÊMIO/RS, ,GOIÁS/GO,2,Sábado ,D,34,32
5150,Concurso 368 (22/06/2009),13,2,ATLÉTICO/PR, ,PALMEIRAS/SP,2,Sábado ,D,32,24
5151,Concurso 368 (22/06/2009),14,3,CORINTHIANS/SP, ,SÃO PAULO/SP,1,Domingo ,H,35,25
5152,Concurso 369 (29/06/2009),1,0,FLUMINENSE/RJ, ,FLAMENGO/RJ,0,Domingo ,D,21,26
5153,Concurso 369 (29/06/2009),2,1,PALMEIRAS/SP, ,SANTOS/SP,1,Domingo ,D,38,17
5154,Concurso 369 (29/06/2009),3,1,FIGUEIRENSE/SC, ,VASCO DA GAMA/RJ,1,Sábado ,D,39,23
5155,Concurso 369 (29/06/2009),4,0,PARANÁ/PR, ,BRASILIENSE/DF,2,Sábado ,A,24,28
5156,Concurso 369 (29/06/2009),5,2,CEARÁ/CE, ,CAMPINENSE/PB,0,Sábado ,H,33,4
5157,Concurso 369 (29/06/2009),6,0,DUQUE DE CAXIAS/RJ, ,BAHIA/BA,0,Sábado ,D,4,29
5158,Concurso 369 (29/06/2009),7,2,ATLÉTICO/GO, ,A B C/RN,0,Sábado ,H,39,16
5159,Concurso 369 (29/06/2009),8,1,CRB/AL, ,ICASA/CE,2,Sábado ,A,22,2
5160,Concurso 369 (29/06/2009),9,2,MARÍLIA/SP, ,CAXIAS/RS,0,Sábado ,H,34,6
5161,Concurso 369 (29/06/2009),10,4,BARUERI/SP, ,ATLÉTICO/MG,2,Sábado ,H,29,28
5162,Concurso 369 (29/06/2009),11,1,BOTAFOGO/RJ, ,GOIÁS/GO,4,Sábado ,A,28,33
5163,Concurso 369 (29/06/2009),12,2,SÃO PAULO/SP, ,NÁUTICO/PE,0,Sábado ,H,35,22
5164,Concurso 369 (29/06/2009),13,3,SPORT/PE, ,GRÊMIO/RS,1,Domingo ,H,34,27
5165,Concurso 369 (29/06/2009),14,1,ATLÉTICO/PR, ,CORINTHIANS/SP,0,Sábado ,H,31,28
5166,Concurso 370 (06/07/2009),1,1,CORINTHIANS/SP, ,FLUMINENSE/RJ,0,,H,35,24
5167,Concurso 370 (06/07/2009),2,1,GOIÁS/GO, ,CRUZEIRO/MG,0,Domingo ,H,42,24
5168,Concurso 370 (06/07/2009),3,1,ATLÉTICO/MG, ,BOTAFOGO/RJ,1,Domingo ,D,32,31
5169,Concurso 370 (06/07/2009),4,0,FORTALEZA/CE, ,CEARÁ/CE,0,Sábado ,D,44,26
5170,Concurso 370 (06/07/2009),5,2,MIXTO/MT, ,GAMA/DF,2,Domingo ,D,1,25
5171,Concurso 370 (06/07/2009),6,0,CAMPINENSE/PB, ,AMÉRICA/RN,1,Sábado ,A,19,16
5172,Concurso 370 (06/07/2009),7,0,BAHIA/BA, ,FIGUEIRENSE/SC,1,Sábado ,A,28,22
5173,Concurso 370 (06/07/2009),8,2,SÃO CAETANO/SP, ,ATLÉTICO/GO,2,Sábado ,D,35,29
5174,Concurso 370 (06/07/2009),9,0,NÁUTICO/PE, ,INTERNACIONAL/RS,2,Domingo ,A,26,21
5175,Concurso 370 (06/07/2009),10,1,SANTO ANDRÉ/SP, ,BARUERI/SP,1,Sábado ,D,21,22
5176,Concurso 370 (06/07/2009),11,4,GRÊMIO/RS, ,ATLÉTICO/PR,1,Domingo ,H,36,16
5177,Concurso 370 (06/07/2009),12,2,CORITIBA/PR, ,SÃO PAULO/SP,0,Domingo ,H,33,25
5178,Concurso 370 (06/07/2009),13,0,AVAÍ/SC, ,PALMEIRAS/SP,3,Domingo ,A,34,24
5179,Concurso 370 (06/07/2009),14,2,FLAMENGO/RJ, ,VITÓRIA/BA,1,Sábado ,H,32,16
5180,Concurso 371 (13/07/2009),1,2,SÃO PAULO/SP, ,FLAMENGO/RJ,2,Domingo ,D,37,26
5181,Concurso 371 (13/07/2009),2,0,CRUZEIRO/MG, ,ATLÉTICO/MG,3,Domingo ,A,42,29
5182,Concurso 371 (13/07/2009),3,1,AVAÍ/SC, ,BOTAFOGO/RJ,2,Sábado ,A,32,29
5183,Concurso 371 (13/07/2009),4,3,VASCO DA GAMA/RJ, ,PONTE PRETA/SP,0,Sábado ,H,31,24
5184,Concurso 371 (13/07/2009),5,4,RIO BRANCO/AC, ,PAYSANDU/PA,0,Domingo ,H,9,26
5185,Concurso 371 (13/07/2009),6,2,CRB/AL, ,CONFIANÇA/SE,1,Domingo ,H,23,10
5186,Concurso 371 (13/07/2009),7,4,AMÉRICA/RN, ,BAHIA/BA,1,Sábado ,H,18,27
5187,Concurso 371 (13/07/2009),8,2,CEARÁ/CE, ,A B C/RN,0,Sábado ,H,33,16
5188,Concurso 371 (13/07/2009),9,2,BRAGANTINO/SP, ,VILA NOVA/GO,1,Sábado ,H,20,33
5189,Concurso 371 (13/07/2009),10,6,VITÓRIA/BA, ,SANTOS/SP,2,Domingo ,H,39,18
5190,Concurso 371 (13/07/2009),11,0,FLUMINENSE/RJ, ,SANTO ANDRÉ/SP,1,Domingo ,A,21,24
5191,Concurso 371 (13/07/2009),12,1,SPORT/PE, ,GOIÁS/GO,0,Domingo ,H,37,37
5192,Concurso 371 (13/07/2009),13,3,ATLÉTICO/PR, ,INTERNACIONAL/RS,2,Domingo ,H,32,22
5193,Concurso 371 (13/07/2009),14,3,GRÊMIO/RS, ,CORINTHIANS/SP,0,Domingo ,H,38,26
5194,Concurso 372 (20/07/2009),1,2,GRÊMIO/RS, ,INTERNACIONAL/RS,1,Domingo ,H,39,23
5195,Concurso 372 (20/07/2009),2,0,ATLÉTICO/PR, ,CORITIBA/PR,0,Domingo ,D,35,27
5196,Concurso 372 (20/07/2009),3,2,FLAMENGO/RJ, ,BOTAFOGO/RJ,2,Domingo ,D,31,30
5197,Concurso 372 (20/07/2009),4,1,CAMPINENSE/PB, ,BAHIA/BA,2,Sábado ,A,19,26
5198,Concurso 372 (20/07/2009),5,3,ATLÉTICO/GO, ,FORTALEZA/CE,1,Sábado ,H,40,25
5199,Concurso 372 (20/07/2009),6,1,CAXIAS/RS, ,MARÍLIA/SP,1,Domingo ,D,20,26
5200,Concurso 372 (20/07/2009),7,0,AMÉRICA/RN, ,JUVENTUDE/RS,2,Sábado ,A,21,19
5201,Concurso 372 (20/07/2009),8,4,SÃO CAETANO/SP, ,DUQUE DE CAXIAS/RJ,0,Sábado ,H,35,2
5202,Concurso 372 (20/07/2009),9,1,BRAGANTINO/SP, ,PONTE PRETA/SP,1,Sábado ,D,22,23
5203,Concurso 372 (20/07/2009),10,0,VITÓRIA/BA, ,ATLÉTICO/MG,0,Domingo ,D,44,31
5204,Concurso 372 (20/07/2009),11,1,SPORT/PE, ,AVAÍ/SC,3,Domingo ,A,38,29
5205,Concurso 372 (20/07/2009),12,1,FLUMINENSE/RJ, ,GOIÁS/GO,4,Sábado ,A,21,37
5206,Concurso 372 (20/07/2009),13,1,CRUZEIRO/MG, ,CORINTHIANS/SP,2,Domingo ,A,41,23
5207,Concurso 372 (20/07/2009),14,2,SÃO PAULO/SP, ,SANTOS/SP,1,Domingo ,H,38,20
5208,Concurso 373 (27/07/2009),1,1,FLUMINENSE/RJ, ,CRUZEIRO/MG,1,Domingo ,D,20,21
5209,Concurso 373 (27/07/2009),2,1,SANTOS/SP, ,FLAMENGO/RJ,2,Domingo ,A,40,27
5210,Concurso 373 (27/07/2009),3,3,BOTAFOGO/RJ, ,INTERNACIONAL/RS,2,Sábado ,H,26,23
5211,Concurso 373 (27/07/2009),4,0,BRASILIENSE/DF, ,ATLÉTICO/GO,1,Sábado ,A,37,31
5212,Concurso 373 (27/07/2009),5,2,BAHIA/BA, ,VASCO DA GAMA/RJ,1,Sábado ,H,26,24
5213,Concurso 373 (27/07/2009),6,2,PORTUGUESA DESPORTOS/SP, ,AMÉRICA/RN,1,Sábado ,H,30,17
5214,Concurso 373 (27/07/2009),7,2,ITUIUTABA/MG, ,GAMA/DF,1,Domingo ,H,7,27
5215,Concurso 373 (27/07/2009),8,0,CRICIÚMA/SC, ,CAXIAS/RS,1,Domingo ,A,36,6
5216,Concurso 373 (27/07/2009),9,1,VITÓRIA/BA, ,CORITIBA/PR,0,Domingo ,H,39,26
5217,Concurso 373 (27/07/2009),10,3,GRÊMIO/RS, ,SANTO ANDRÉ/SP,2,Sábado ,H,38,23
5218,Concurso 373 (27/07/2009),11,1,BARUERI/SP, ,SÃO PAULO/SP,2,Domingo ,A,31,25
5219,Concurso 373 (27/07/2009),12,0,ATLÉTICO/MG, ,GOIÁS/GO,1,Domingo ,A,31,37
5220,Concurso 373 (27/07/2009),13,3,SPORT/PE, ,NÁUTICO/PE,3,Domingo ,D,37,21
5221,Concurso 373 (27/07/2009),14,0,CORINTHIANS/SP, ,PALMEIRAS/SP,3,Domingo ,A,34,26
5222,Concurso 374 (03/08/2009),1,0,SPORT/PE, ,PALMEIRAS/SP,1,Sábado ,A,38,28
5223,Concurso 374 (03/08/2009),2,0,VITÓRIA/BA, ,SÃO PAULO/SP,1,Domingo ,A,40,25
5224,Concurso 374 (03/08/2009),3,2,BOTAFOGO/RJ, ,BARUERI/SP,1,Sábado ,H,28,23
5225,Concurso 374 (03/08/2009),4,3,FORTALEZA/CE, ,BAHIA/BA,2,Sábado ,H,42,24
5226,Concurso 374 (03/08/2009),5,1,JUVENTUDE/RS, ,VASCO DA GAMA/RJ,2,Sábado ,A,30,24
5227,Concurso 374 (03/08/2009),6,3,BRASILIENSE/DF, ,PONTE PRETA/SP,0,Sábado ,H,33,23
5228,Concurso 374 (03/08/2009),7,2,RIO BRANCO/AC, ,ÁGUIA/PA,1,Domingo ,H,13,3
5229,Concurso 374 (03/08/2009),8,2,MARÍLIA/SP, ,CRICIÚMA/SC,0,Domingo ,H,35,15
5230,Concurso 374 (03/08/2009),9,2,FERROVIÁRIO/CE, ,TREZE/PB,0,Domingo ,H,10,4
5231,Concurso 374 (03/08/2009),10,1,SANTO ANDRÉ/SP, ,GOIÁS/GO,2,Domingo ,A,20,38
5232,Concurso 374 (03/08/2009),11,1,ATLÉTICO/PR, ,FLUMINENSE/RJ,0,Domingo ,H,34,23
5233,Concurso 374 (03/08/2009),12,1,FLAMENGO/RJ, ,NÁUTICO/PE,1,Domingo ,D,33,24
5234,Concurso 374 (03/08/2009),13,3,ATLÉTICO/MG, ,CORITIBA/PR,2,Domingo ,H,30,25
5235,Concurso 374 (03/08/2009),14,4,GRÊMIO/RS, ,CRUZEIRO/MG,1,Domingo ,H,40,20
