,Concurso,Jogo,HG,Home,S,Away,AG,Dia,Res,H_Goals_Scored,A_Goals_Scored,H_Goals_Against,A_Goals_Against
3445,Concurso 247 (15/01/2007),2,2,RIO BRANCO/PR, ,CORITIBA/PR,1,Domingo ,H,0,19,0,34
3446,Concurso 247 (15/01/2007),3,2,GOIÁS/GO, ,GOIÂNIA/GO,2,Domingo ,D,45,3,28,5
3447,Concurso 247 (15/01/2007),4,0,ANAPOLINA/GO, ,VILA NOVA/GO,1,Domingo ,A,16,18,13,35
3448,Concurso 247 (15/01/2007),5,2,ATLÉTICO/GO, ,CRAC/GO,3,Domingo ,A,10,3,6,8
3449,Concurso 247 (15/01/2007),6,2,ITABAIANA/SE, ,GUARANY/SE,0,Domingo ,H,9,0,2,7
3450,Concurso 247 (15/01/2007),7,1,LAGARTENSE/SE, ,OLÍMPICO/SE,3,Domingo ,A,3,6,8,10
3451,Concurso 247 (15/01/2007),8,2,COLO COLO/BA, ,IPITANGA/BA,2,Domingo ,D,1,1,1,0
3452,Concurso 247 (15/01/2007),9,3,VITÓRIA/BA, ,POÇÕES/BA,1,Domingo ,H,42,0,30,1
3453,Concurso 247 (15/01/2007),10,2,YPIRANGA/PE, ,NÁUTICO/PE,1,Domingo ,H,0,23,0,35
3454,Concurso 247 (15/01/2007),11,1,SPORT/PE, ,CABENSE/PE,0,Sábado ,H,31,0,10,0
3455,Concurso 247 (15/01/2007),12,1,QUIXADÁ/CE, ,FERROVIÁRIO/CE,3,Domingo ,A,4,10,1,19
3456,Concurso 247 (15/01/2007),13,2,CEARÁ/CE, ,MARANGUAPE/CE,1,Sábado ,H,29,5,27,1
3457,Concurso 247 (15/01/2007),14,1,FORTALEZA/CE, ,ITAPIPOCA/CE,2,Domingo ,A,35,0,31,0
3458,Concurso 248 (22/01/2007),1,3,SANTOS/SP, ,SÃO CAETANO/SP,0,Sábado ,H,37,18,11,34
3459,Concurso 248 (22/01/2007),2,2,SÃO BENTO/SP, ,CORINTHIANS/SP,4,Domingo ,A,4,23,0,28
3460,Concurso 248 (22/01/2007),3,0,INTERNACIONAL/RS, ,NOVO HAMBURGO/RS,0,Domingo ,D,31,2,16,2
3461,Concurso 248 (22/01/2007),4,1,RIO BRANCO/MG, ,CRUZEIRO/MG,2,Domingo ,A,3,17,6,24
3462,Concurso 248 (22/01/2007),5,2,ATLÉTICO/MG, ,VILLA NOVA/MG,3,Domingo ,A,38,2,18,13
3463,Concurso 248 (22/01/2007),6,4,JOINVILLE/SC, ,AVAÍ/SC,2,Domingo ,H,29,15,18,44
3464,Concurso 248 (22/01/2007),7,0,PARANOÁ/DF, ,BRASILIENSE/DF,1,Domingo ,A,1,26,0,29
3465,Concurso 248 (22/01/2007),8,1,IRATY/PR, ,ATLÉTICO/PR,2,Domingo ,A,8,29,5,38
3466,Concurso 248 (22/01/2007),9,2,SPORT/PE, ,CENTRAL/PE,0,Domingo ,H,32,1,10,7
3467,Concurso 248 (22/01/2007),10,1,CEARÁ/CE, ,UNICLINIC/CE,2,Domingo ,A,30,6,27,1
3468,Concurso 248 (22/01/2007),11,2,COLO COLO/BA, ,VITÓRIA/BA,2,Domingo ,D,3,22,3,29
3469,Concurso 248 (22/01/2007),12,1,VILA NOVA/GO, ,ATLÉTICO/GO,1,Domingo ,D,34,6,16,3
3470,Concurso 248 (22/01/2007),13,1,RIO BRANCO/SP, ,PALMEIRAS/SP,2,Domingo ,A,21,28,22,39
3471,Concurso 248 (22/01/2007),14,1,SÃO PAULO/SP, ,ITUANO/SP,0,Domingo ,H,48,20,19,28
3472,Concurso 249 (29/01/2007),1,1,CORINTHIANS/SP, ,ITUANO/SP,2,Sábado ,A,32,19,25,29
3473,Concurso 249 (29/01/2007),2,0,RIO CLARO/SP, ,SÃO PAULO/SP,2,Domingo ,A,7,33,2,21
3474,Concurso 249 (29/01/2007),3,0,AMERICANO/RJ, ,FLAMENGO/RJ,0,,D,20,26,20,34
3475,Concurso 249 (29/01/2007),4,1,FRIBURGUENSE/RJ, ,VASCO DA GAMA/RJ,4,Domingo ,A,6,28,13,26
3476,Concurso 249 (29/01/2007),5,2,TUPI/MG, ,ATLÉTICO/MG,0,Domingo ,H,5,24,5,27
3477,Concurso 249 (29/01/2007),6,4,CRUZEIRO/MG, ,GUARANI/MG,0,Sábado ,H,34,1,19,5
3478,Concurso 249 (29/01/2007),7,0,VILA NOVA/GO, ,GOIÁS/GO,3,Domingo ,A,35,24,17,24
3479,Concurso 249 (29/01/2007),8,1,PAYSANDU/PA, ,REMO/PA,1,Domingo ,D,28,16,33,25
3480,Concurso 249 (29/01/2007),9,0,FERROVIÁRIO/CE, ,FORTALEZA/CE,4,Domingo ,A,7,16,2,26
3481,Concurso 249 (29/01/2007),10,3,GAMA/DF, ,PARANOÁ/DF,2,Domingo ,H,36,4,24,8
3482,Concurso 249 (29/01/2007),11,3,SANTA CRUZ/RS, ,INTERNACIONAL/RS,1,Domingo ,H,2,30,2,22
3483,Concurso 249 (29/01/2007),12,5,PARANÁ/PR, ,LONDRINA/PR,2,Sábado ,H,30,2,15,8
3484,Concurso 249 (29/01/2007),13,1,FIGUEIRENSE/SC, ,MARCÍLIO DIAS/SC,0,Domingo ,H,33,3,16,16
3485,Concurso 249 (29/01/2007),14,3,VOLTA REDONDA/RJ, ,FLUMINENSE/RJ,2,Domingo ,H,8,25,10,45
3486,Concurso 250 (05/02/2007),1,3,PALMEIRAS/SP, ,SANTOS/SP,3,Domingo ,D,42,24,28,29
3487,Concurso 250 (05/02/2007),2,2,JUVENTUDE/RS, ,INTERNACIONAL/RS,1,Domingo ,H,31,31,17,25
3488,Concurso 250 (05/02/2007),3,3,CORITIBA/PR, ,PARANÁ/PR,2,Domingo ,H,38,22,26,33
3489,Concurso 250 (05/02/2007),4,1,FLAMENGO/RJ, ,BOAVISTA/RJ,0,Domingo ,H,27,0,15,0
3490,Concurso 250 (05/02/2007),5,2,GUARATINGUETÁ/SP, ,CORINTHIANS/SP,3,Domingo ,A,6,26,1,28
3491,Concurso 250 (05/02/2007),6,1,NOROESTE/SP, ,SÃO PAULO/SP,1,Domingo ,D,4,33,5,20
3492,Concurso 250 (05/02/2007),7,2,GRÊMIO/RS, ,CAXIAS/RS,0,Sábado ,H,40,4,17,18
3493,Concurso 250 (05/02/2007),8,5,FIGUEIRENSE/SC, ,JOINVILLE/SC,2,Domingo ,H,31,12,15,33
3494,Concurso 250 (05/02/2007),9,3,VITÓRIA/BA, ,JUAZEIRO/BA,1,Domingo ,H,42,4,29,4
3495,Concurso 250 (05/02/2007),10,1,FERROVIÁRIO/CE, ,CEARÁ/CE,2,Domingo ,A,7,16,6,39
3496,Concurso 250 (05/02/2007),11,2,VILLA NOVA/MG, ,CRUZEIRO/MG,2,Domingo ,D,11,18,8,22
3497,Concurso 250 (05/02/2007),12,0,ATLÉTICO/MG, ,RIO BRANCO/MG,0,Sábado ,D,39,2,20,11
3498,Concurso 250 (05/02/2007),13,1,NOVA IGUAÇU/RJ, ,FLUMINENSE/RJ,1,Sábado ,D,0,26,0,42
3499,Concurso 250 (05/02/2007),14,3,BOTAFOGO/RJ, ,AMERICANO/RJ,0,Sábado ,H,39,12,26,32
3500,Concurso 251 (12/02/2007),1,3,SÃO PAULO/SP, ,CORINTHIANS/SP,1,Domingo ,H,46,25,18,29
3501,Concurso 251 (12/02/2007),2,3,BOTAFOGO/RJ, ,FLAMENGO/RJ,3,Domingo ,D,40,25,26,34
3502,Concurso 251 (12/02/2007),3,1,CRUZEIRO/MG, ,ATLÉTICO/MG,3,Sábado ,A,37,23,16,27
3503,Concurso 251 (12/02/2007),4,0,GUARANI/RS, ,GRÊMIO/RS,4,Domingo ,A,0,21,0,29
3504,Concurso 251 (12/02/2007),5,6,VASCO DA GAMA/RJ, ,VOLTA REDONDA/RJ,1,Domingo ,H,33,8,19,7
3505,Concurso 251 (12/02/2007),6,2,ATLÉTICO/PR, ,CORITIBA/PR,2,Domingo ,D,35,18,29,33
3506,Concurso 251 (12/02/2007),7,3,FORTALEZA/CE, ,CEARÁ/CE,4,Domingo ,A,30,18,31,36
3507,Concurso 251 (12/02/2007),8,1,VITÓRIA/BA, ,BAHIA/BA,1,Domingo ,D,44,17,28,39
3508,Concurso 251 (12/02/2007),9,3,BRASILIENSE/DF, ,CEILÂNDIA/DF,2,Domingo ,H,29,9,19,9
3509,Concurso 251 (12/02/2007),10,1,SPORT/PE, ,SANTA CRUZ/PE,1,Domingo ,D,34,22,10,42
3510,Concurso 251 (12/02/2007),11,3,ATLÉTICO/GO, ,VILA NOVA/GO,3,Domingo ,D,12,19,9,32
3511,Concurso 251 (12/02/2007),12,1,PALMEIRAS/SP, ,BRAGANTINO/SP,1,Sábado ,D,42,2,29,5
3512,Concurso 251 (12/02/2007),13,1,SANTO ANDRÉ/SP, ,SANTOS/SP,2,Domingo ,A,22,27,23,31
3513,Concurso 251 (12/02/2007),14,0,FLUMINENSE/RJ, ,AMÉRICA/RJ,2,Sábado ,A,29,11,29,20
3514,Concurso 252 (21/02/2007),1,4,FLUMINENSE/RJ, ,VASCO DA GAMA/RJ,4,Sábado ,D,27,30,29,26
3515,Concurso 252 (21/02/2007),2,3,PAULISTA/SP, ,CORINTHIANS/SP,2,Sábado ,H,35,21,24,31
3516,Concurso 252 (21/02/2007),3,2,AMÉRICA/SP, ,SÃO PAULO/SP,4,Sábado ,A,16,30,20,19
3517,Concurso 252 (21/02/2007),4,4,MADUREIRA/RJ, ,FLAMENGO/RJ,1,Sábado ,H,9,24,11,36
3518,Concurso 252 (21/02/2007),5,0,GAÚCHO/RS, ,INTERNACIONAL/RS,1,Sábado ,A,0,30,0,24
3519,Concurso 252 (21/02/2007),6,1,GRÊMIO/RS, ,BRASIL/RS,0,,H,40,1,17,3
3520,Concurso 252 (21/02/2007),7,2,ITUMBIARA/GO, ,GOIÁS/GO,1,Sábado ,H,3,27,6,21
3521,Concurso 252 (21/02/2007),8,0,RIOVERDENSE/GO, ,VILA NOVA/GO,6,Sábado ,A,0,22,0,35
3522,Concurso 252 (21/02/2007),9,3,PARANAVAÍ/PR, ,PARANÁ/PR,2,Segunda-feira ,H,0,24,0,35
3523,Concurso 252 (21/02/2007),10,2,MARANGUAPE/CE, ,FORTALEZA/CE,3,Sábado ,A,5,20,6,23
3524,Concurso 252 (21/02/2007),11,1,AVAÍ/SC, ,MARCÍLIO DIAS/SC,0,Sábado ,H,20,3,19,17
3525,Concurso 252 (21/02/2007),12,5,NOROESTE/SP, ,SÃO CAETANO/SP,2,Sábado ,H,5,15,6,35
3526,Concurso 252 (21/02/2007),13,1,PALMEIRAS/SP, ,RIO CLARO/SP,1,Sábado ,D,39,12,30,9
3527,Concurso 252 (21/02/2007),14,0,SANTOS/SP, ,SÃO BENTO/SP,2,Sábado ,A,39,2,11,3
3528,Concurso 253 (26/02/2007),1,1,CORINTHIANS/SP, ,RIO BRANCO/SP,1,Sábado ,D,29,5,26,11
3529,Concurso 253 (26/02/2007),2,1,SÃO CAETANO/SP, ,PALMEIRAS/SP,2,Domingo ,A,20,28,22,39
3530,Concurso 253 (26/02/2007),3,0,MARÍLIA/SP, ,SANTOS/SP,1,Domingo ,A,41,28,20,29
3531,Concurso 253 (26/02/2007),4,0,GOIÁS/GO, ,VILA NOVA/GO,3,Domingo ,A,43,27,29,33
3532,Concurso 253 (26/02/2007),5,1,CALDENSE/MG, ,ATLÉTICO/MG,1,Sábado ,D,2,25,3,25
3533,Concurso 253 (26/02/2007),6,4,CRUZEIRO/MG, ,ITUIUTABA/MG,1,Domingo ,H,38,1,19,2
3534,Concurso 253 (26/02/2007),7,3,PARANÁ/PR, ,RIO BRANCO/PR,2,Domingo ,H,33,0,17,4
3535,Concurso 253 (26/02/2007),8,1,MARCÍLIO DIAS/SC, ,JOINVILLE/SC,1,Domingo ,D,5,14,9,38
3536,Concurso 253 (26/02/2007),9,0,MARANGUAPE/CE, ,CEARÁ/CE,2,Domingo ,A,7,21,9,38
3537,Concurso 253 (26/02/2007),10,2,CEILÂNDIA/DF, ,GAMA/DF,1,Domingo ,H,11,20,8,35
3538,Concurso 253 (26/02/2007),11,4,VITÓRIA/BA, ,CAMAÇARI/BA,3,Domingo ,H,43,0,27,0
3539,Concurso 253 (26/02/2007),12,0,COLO COLO/BA, ,BAHIA/BA,3,Domingo ,A,5,17,5,36
3540,Concurso 253 (26/02/2007),13,2,INTERNACIONAL/RS, ,VERANÓPOLIS/RS,1,Sábado ,H,27,2,16,11
3541,Concurso 253 (26/02/2007),14,1,SÃO PAULO/SP, ,BRAGANTINO/SP,0,Domingo ,H,47,3,18,6
3542,Concurso 254 (05/03/2007),1,0,CORINTHIANS/SP, ,PALMEIRAS/SP,3,Domingo ,A,30,28,26,36
3543,Concurso 254 (05/03/2007),2,0,JUVENTUS/SP, ,SÃO PAULO/SP,2,Sábado ,A,8,32,7,21
3544,Concurso 254 (05/03/2007),3,1,AMÉRICA/MG, ,CRUZEIRO/MG,2,Domingo ,A,23,19,25,22
3545,Concurso 254 (05/03/2007),4,1,NOVO HAMBURGO/RS, ,INTERNACIONAL/RS,2,Domingo ,A,5,30,4,23
3546,Concurso 254 (05/03/2007),5,0,PARANÁ/PR, ,ATLÉTICO/PR,3,Domingo ,A,33,31,19,37
3547,Concurso 254 (05/03/2007),6,2,GOIÁS/GO, ,CRAC/GO,0,Domingo ,H,39,6,29,10
3548,Concurso 254 (05/03/2007),7,3,BAHIA/BA, ,COLO COLO/BA,1,Domingo ,H,27,1,19,1
3549,Concurso 254 (05/03/2007),8,0,GAMA/DF, ,BRASILIENSE/DF,0,Domingo ,D,37,26,25,27
3550,Concurso 254 (05/03/2007),9,1,ÁGUIA/PA, ,PAYSANDU/PA,0,Domingo ,H,14,24,12,50
3551,Concurso 254 (05/03/2007),10,1,ICASA/CE, ,FORTALEZA/CE,1,Domingo ,D,3,23,2,24
3552,Concurso 254 (05/03/2007),11,2,FIGUEIRENSE/SC, ,CHAPECOENSE/SC,2,Domingo ,D,32,6,16,14
3553,Concurso 254 (05/03/2007),12,0,GUARANI/MG, ,ATLÉTICO/MG,4,Sábado ,A,4,26,6,24
3554,Concurso 254 (05/03/2007),13,3,PONTE PRETA/SP, ,SANTO ANDRE/SP,1,Domingo ,H,31,9,28,10
3555,Concurso 254 (05/03/2007),14,2,SANTOS/SP, ,PAULISTA/SP,1,Domingo ,H,37,19,13,34
3556,Concurso 255 (12/03/2007),1,1,SANTOS/SP, ,SÃO PAULO/SP,1,Domingo ,D,37,34,14,20
3557,Concurso 255 (12/03/2007),2,1,BRAGANTINO/SP, ,CORINTHIANS/SP,2,Domingo ,A,1,22,1,32
3558,Concurso 255 (12/03/2007),3,4,VASCO/RJ, ,MADUREIRA/RJ,1,Domingo ,H,11,4,3,14
3559,Concurso 255 (12/03/2007),4,3,IPATINGA/MG, ,CRUZEIRO/MG,1,Sábado ,H,16,21,8,21
3560,Concurso 255 (12/03/2007),5,2,BAHIA/BA, ,VITÓRIA/BA,4,Domingo ,A,29,22,19,27
3561,Concurso 255 (12/03/2007),6,1,INTERNACIONAL/RS, ,SANTA CRUZ/RS,1,Sábado ,D,26,2,16,5
3562,Concurso 255 (12/03/2007),7,4,SÃO LUIZ/RS, ,GRÊMIO/RS,5,Domingo ,A,0,24,0,28
3563,Concurso 255 (12/03/2007),8,0,FIGUEIRENSE/SC, ,CRICIÚMA/SC,1,Domingo ,A,31,15,18,45
3564,Concurso 255 (12/03/2007),9,0,GUARANI/CE, ,CEARÁ/CE,0,Domingo ,D,0,20,0,37
3565,Concurso 255 (12/03/2007),10,0,CENTRAL/PE, ,SPORT/PE,1,Domingo ,A,2,23,1,31
3566,Concurso 255 (12/03/2007),11,4,PALMEIRAS/SP, ,JUVENTUS/SP,1,Domingo ,H,39,0,30,2
3567,Concurso 255 (12/03/2007),12,7,BOTAFOGO/RJ, ,FRIBURGUENSE/RJ,0,Domingo ,H,41,5,29,7
3568,Concurso 255 (12/03/2007),13,3,FLUMINENSE/RJ, ,CABOFRIENSE/RJ,1,Domingo ,H,30,6,29,11
3569,Concurso 255 (12/03/2007),14,2,FLAMENGO/RJ, ,NOVA IGUAÇU/RJ,1,Sábado ,H,25,2,14,1
3570,Concurso 256 (19/03/2007),1,1,BOTAFOGO/RJ, ,FLUMINENSE/RJ,0,Domingo ,H,46,27,28,41
3571,Concurso 256 (19/03/2007),2,1,SÃO PAULO/SP, ,PONTE PRETA/SP,0,Sábado ,H,45,21,15,37
3572,Concurso 256 (19/03/2007),3,2,ATLÉTICO/MG, ,AMÉRICA/MG,0,Domingo ,H,39,14,19,26
3573,Concurso 256 (19/03/2007),4,1,INTERNACIONAL/RS, ,JUVENTUDE/RS,0,Sábado ,H,26,22,17,45
3574,Concurso 256 (19/03/2007),5,2,VOLTA REDONDA/RJ, ,FLAMENGO/RJ,1,Domingo ,H,11,23,12,38
3575,Concurso 256 (19/03/2007),6,2,BOAVISTA/RJ, ,VASCO DA GAMA/RJ,6,Sábado ,A,0,34,0,30
3576,Concurso 256 (19/03/2007),7,5,VILA NOVA/GO, ,GOIÂNIA/GO,3,Domingo ,H,34,5,20,7
3577,Concurso 256 (19/03/2007),8,2,CEARÁ/CE, ,FERROVIÁRIO/CE,1,Domingo ,H,30,13,27,20
3578,Concurso 256 (19/03/2007),9,4,REMO/PA, ,TUNA LUSO/PA,0,Domingo ,H,30,16,23,19
3579,Concurso 256 (19/03/2007),10,1,CAXIAS/RS, ,GRÊMIO/RS,3,Domingo ,A,16,28,17,32
3580,Concurso 256 (19/03/2007),11,6,CRUZEIRO/MG, ,TUPI/MG,2,Sábado ,H,41,1,19,6
3581,Concurso 256 (19/03/2007),12,2,SERTÃOZINHO/SP, ,PALMEIRAS/SP,4,Domingo ,A,0,28,0,35
3582,Concurso 256 (19/03/2007),13,1,ITUANO/SP, ,SANTOS/SP,2,Domingo ,A,31,26,27,27
3583,Concurso 256 (19/03/2007),14,2,CORINTHIANS/SP, ,NOROESTE/SP,1,Domingo ,H,26,4,28,6
3584,Concurso 257 (26/03/2007),1,3,VASCO/RJ, ,FLAMENGO/RJ,0,Domingo ,H,15,22,4,38
3585,Concurso 257 (26/03/2007),2,1,SÃO CAETANO/SP, ,SÃO PAULO/SP,0,Domingo ,H,21,32,23,20
3586,Concurso 257 (26/03/2007),3,3,PALMEIRAS/SP, ,MARÍLIA/SP,2,Sábado ,H,39,18,31,42
3587,Concurso 257 (26/03/2007),4,1,MADUREIRA/RJ, ,FLUMINENSE/RJ,0,Sábado ,H,13,26,12,37
3588,Concurso 257 (26/03/2007),5,0,REMO/PA, ,PAYSANDU/PA,0,Domingo ,D,34,21,23,48
3589,Concurso 257 (26/03/2007),6,1,JUAZEIRO/BA, ,VITÓRIA/BA,4,Domingo ,A,0,25,0,27
3590,Concurso 257 (26/03/2007),7,0,ITUIUTABA/MG, ,ATLÉTICO/MG,2,Sábado ,A,3,28,3,24
3591,Concurso 257 (26/03/2007),8,1,MINEIROS/GO, ,VILA NOVA/GO,2,Domingo ,A,5,29,1,32
3592,Concurso 257 (26/03/2007),9,2,CHAPECOENSE/SC, ,CRICIÚMA/SC,1,Domingo ,H,13,16,6,44
3593,Concurso 257 (26/03/2007),10,2,NÁUTICO/PE, ,SANTA CRUZ/PE,1,Domingo ,H,38,23,31,41
3594,Concurso 257 (26/03/2007),11,0,GUARANY/RS, ,INTERNACIONAL/RS,1,Domingo ,A,0,31,0,22
3595,Concurso 257 (26/03/2007),12,2,AMÉRICA/RJ, ,BOTAFOGO/RJ,1,Domingo ,H,22,21,15,23
3596,Concurso 257 (26/03/2007),13,0,CORINTHIANS/SP, ,BARUERI/SP,0,Domingo ,D,27,0,28,0
3597,Concurso 257 (26/03/2007),14,2,SANTOS/SP, ,RIO CLARO/SP,1,Domingo ,H,36,13,15,10
3598,Concurso 258 (02/04/2007),1,3,SÃO PAULO/SP, ,PALMEIRAS/SP,1,Domingo ,H,42,32,13,36
3599,Concurso 258 (02/04/2007),2,2,BOTAFOGO/RJ, ,VASCO DA GAMA/RJ,0,Domingo ,H,45,37,28,27
3600,Concurso 258 (02/04/2007),3,1,AMERICANO/RJ, ,FLUMINENSE/RJ,0,Domingo ,H,20,24,20,35
3601,Concurso 258 (02/04/2007),4,1,ATLÉTICO/MG, ,IPATINGA/MG,0,Domingo ,H,40,10,16,10
3602,Concurso 258 (02/04/2007),5,2,PONTE PRETA/SP, ,SANTOS/SP,4,Domingo ,A,33,27,27,26
3603,Concurso 258 (02/04/2007),6,1,BRASIL/RS, ,GRÊMIO/RS,0,Domingo ,H,4,29,0,31
3604,Concurso 258 (02/04/2007),7,2,GOIÁS/GO, ,ANAPOLINA/GO,0,Domingo ,H,37,14,27,34
3605,Concurso 258 (02/04/2007),8,3,CRAC/GO, ,VILA NOVA/GO,2,Domingo ,H,7,28,4,30
3606,Concurso 258 (02/04/2007),9,2,CRICIÚMA/SC, ,AVAÍ/SC,2,Domingo ,D,36,16,26,45
3607,Concurso 258 (02/04/2007),10,1,FORTALEZA/CE, ,FERROVIÁRIO/CE,3,Domingo ,A,30,14,34,22
3608,Concurso 258 (02/04/2007),11,0,ESPORTIVO/DF, ,CEILÂNDIA/DF,0,Sábado ,D,0,11,0,12
3609,Concurso 258 (02/04/2007),12,2,SPORT/PE, ,NÁUTICO/PE,0,Domingo ,H,35,22,11,35
3610,Concurso 258 (02/04/2007),13,1,ATLÉTICO/PR, ,PARANAVAÍ/PR,1,Domingo ,D,35,1,30,7
3611,Concurso 258 (02/04/2007),14,1,FRIBURGUENSE/RJ, ,FLAMENGO/RJ,2,Domingo ,A,7,19,17,38
3612,Concurso 259 (09/04/2007),1,4,FLAMENGO/RJ, ,AMÉRICA/RJ,1,Domingo ,H,27,13,15,20
3613,Concurso 259 (09/04/2007),2,1,NOROESTE/SP, ,SANTOS/SP,4,Domingo ,A,10,30,8,28
3614,Concurso 259 (09/04/2007),3,2,CABOFRIENSE/RJ, ,VASCO DA GAMA/RJ,1,Domingo ,H,5,36,7,27
3615,Concurso 259 (09/04/2007),4,0,BARUERI/SP, ,SÃO PAULO/SP,5,Domingo ,A,0,31,0,18
3616,Concurso 259 (09/04/2007),5,1,ATLÉTICO/GO, ,GOIÁS/GO,0,,H,15,28,12,22
3617,Concurso 259 (09/04/2007),6,3,CRUZEIRO/MG, ,CALDENSE/MG,0,Domingo ,H,45,6,21,10
3618,Concurso 259 (09/04/2007),7,3,CEILÂNDIA/DF, ,BRASILIENSE/DF,3,Sábado ,D,13,23,9,26
3619,Concurso 259 (09/04/2007),8,7,VITÓRIA/BA, ,COLO COLO/BA,0,Domingo ,H,46,2,30,4
3620,Concurso 259 (09/04/2007),9,0,RIO BRANCO/PR, ,ATLÉTICO/PR,0,Domingo ,D,2,32,1,36
3621,Concurso 259 (09/04/2007),10,1,MARCÍLIO DIAS/SC, ,CRICIÚMA/SC,5,Domingo ,A,6,17,10,44
3622,Concurso 259 (09/04/2007),11,1,CEARÁ/CE, ,FORTALEZA/CE,1,Domingo ,D,30,24,27,23
3623,Concurso 259 (09/04/2007),12,2,NOVA IGUAÇU/RJ, ,BOTAFOGO/RJ,6,Domingo ,A,1,20,1,23
3624,Concurso 259 (09/04/2007),13,0,MARÍLIA/SP, ,PONTE PRETA/SP,2,Domingo ,A,39,18,20,34
3625,Concurso 259 (09/04/2007),14,2,CORINTHIANS/SP, ,AMÉRICA/SP,0,Sábado ,H,26,8,26,12
3626,Concurso 260 (16/04/2007),1,1,GUARANI/SP, ,PORTUGUESA DESPORTOS/SP,1,Domingo ,D,34,24,16,35
3627,Concurso 260 (16/04/2007),2,3,MARCÍLIO DIAS/SC, ,AVAÍ/SC,3,Domingo ,D,7,17,15,45
3628,Concurso 260 (16/04/2007),3,3,POÇÕES/BA, ,VITÓRIA/BA,2,Domingo ,H,2,28,8,26
3629,Concurso 260 (16/04/2007),4,0,GAMA/DF, ,CEILÂNDIA/DF,0,,D,37,11,24,12
3630,Concurso 260 (16/04/2007),5,3,AMÉRICA/RN, ,BARAÚNAS/RN,1,Sábado ,H,15,0,12,0
3631,Concurso 260 (16/04/2007),6,1,A B C/RN, ,POTIGUAR/RN,1,Domingo ,D,0,0,0,0
3632,Concurso 260 (16/04/2007),7,1,NACIONAL/PB, ,ATLÉTICO/PB,0,Domingo ,H,0,5,0,7
3633,Concurso 260 (16/04/2007),8,1,CAMPINENSE/PB, ,BOTAFOGO/PB,1,Domingo ,D,5,5,5,4
3634,Concurso 260 (16/04/2007),9,2,DESPORTIVA/PB, ,TREZE/PB,0,Domingo ,H,0,4,0,8
3635,Concurso 260 (16/04/2007),10,2,BAHIA/BA, ,VITÓRIA DA CONQUISTA/BA,1,Domingo ,H,29,0,21,0
3636,Concurso 260 (16/04/2007),11,3,IPITANGA/BA, ,COLO COLO/BA,3,Domingo ,D,3,2,1,11
3637,Concurso 260 (16/04/2007),12,3,CRICIÚMA/SC, ,GUARANI/SC,0,Domingo ,H,36,1,28,3
3638,Concurso 260 (16/04/2007),13,2,BRUSQUE/SC, ,JOINVILLE/SC,2,Domingo ,D,0,15,0,39
3639,Concurso 260 (16/04/2007),14,2,RIO PRETO/SP, ,UNIÃO SÃO JOÃO/SP,0,Sábado ,H,0,10,0,34
3640,Concurso 261 (23/04/2007),1,1,SÃO PAULO/SP, ,SÃO CAETANO/SP,4,Sábado ,A,40,17,13,40
3641,Concurso 261 (23/04/2007),2,0,SANTOS/SP, ,BRAGANTINO/SP,0,Domingo ,D,36,3,16,7
3642,Concurso 261 (23/04/2007),3,1,VILA NOVA/GO, ,GOIÁS/GO,1,Domingo ,D,38,26,22,22
3643,Concurso 261 (23/04/2007),4,4,CRUZEIRO/MG, ,TUPI/MG,0,Domingo ,H,46,3,21,12
3644,Concurso 261 (23/04/2007),5,1,METROPOLITANO/SC, ,CRICIÚMA/SC,1,Domingo ,D,0,19,0,45
3645,Concurso 261 (23/04/2007),6,0,JUVENTUS/SC, ,FIGUEIRENSE/SC,1,Domingo ,A,0,28,0,32
3646,Concurso 261 (23/04/2007),7,2,S. E. R. CHAPADÃO/MS, ,OPERARIO/MS,0,Domingo ,H,0,1,0,1
3647,Concurso 261 (23/04/2007),8,1,PORTUGUESA DESPORTOS/SP, ,GUARANI/SP,0,Sábado ,H,25,20,23,45
3648,Concurso 261 (23/04/2007),9,3,UNIÃO SÃO JOÃO/SP, ,RIO PRETO/SP,0,Sábado ,H,7,1,8,2
3649,Concurso 261 (23/04/2007),10,1,SOUSA/PB, ,NACIONAL/PB,0,Domingo ,H,5,0,2,0
3650,Concurso 261 (23/04/2007),11,2,CAMPINENSE/PB, ,DESPORTIVA/PB,1,Domingo ,H,6,0,6,0
3651,Concurso 261 (23/04/2007),12,0,FORTALEZA/CE, ,ITAPIPOCA/CE,0,Domingo ,D,27,2,37,1
3652,Concurso 261 (23/04/2007),13,1,ICASA/CE, ,CEARÁ/CE,1,Domingo ,D,4,19,3,35
3653,Concurso 261 (23/04/2007),14,1,ATLÉTICO/MG, ,DEMOCRATA GV/MG,1,Sábado ,D,40,0,14,0
3654,Concurso 262 (02/05/2007),1,4,BAHIA/BA, ,POÇÕES/BA,2,Terça-feira ,H,29,1,22,4
3655,Concurso 262 (02/05/2007),2,2,GUARANI/SP, ,SÃO JOSÉ/SP,1,Domingo ,H,34,0,17,0
3656,Concurso 262 (02/05/2007),3,1,BONITO/MS, ,CENE/MS,3,Sábado ,A,0,0,0,0
3657,Concurso 262 (02/05/2007),4,2,AMÉRICA/RN, ,A B C/RN,5,Domingo ,A,18,0,13,0
3658,Concurso 262 (02/05/2007),5,2,SERGIPE/SE, ,CONFIANÇA/SE,0,Domingo ,H,13,6,4,12
