,Concurso,Jogo,HG,Home,S,Away,AG,Dia,Res,H_Goals_Scored,A_Goals_Scored,H_Goals_Against,A_Goals_Against
5672,Concurso 406 (30/03/2010),4,2,VILA NOVA/GO, ,GOIÁS/GO,1,Domingo ,H,25,31,27,34
5673,Concurso 406 (30/03/2010),5,3,JOINVILLE/SC, ,AVAÍ/SC,2,Domingo ,H,41,22,23,37
5674,Concurso 406 (30/03/2010),6,2,SPORT/PE, ,SANTA CRUZ/PE,0,Domingo ,H,32,18,29,43
5675,Concurso 406 (30/03/2010),7,1,ITABAIANA/SE, ,SERGIPE/SE,2,Domingo ,A,14,26,7,15
5676,Concurso 406 (30/03/2010),8,0,CAMPINENSE/PB, ,TREZE/PB,0,Domingo ,D,22,4,20,16
5677,Concurso 406 (30/03/2010),9,1,DESPORTIVA/ES, ,RIO BRANCO/ES,0,Domingo ,H,7,2,7,2
5678,Concurso 406 (30/03/2010),10,3,MOGI MIRIM/SP, ,SANTO ANDRÉ/SP,2,Domingo ,H,27,25,27,40
5679,Concurso 406 (30/03/2010),11,2,SÃO CAETANO/SP, ,PONTE PRETA/SP,0,Sábado ,H,40,21,22,34
5680,Concurso 406 (30/03/2010),12,3,DEMOCRATA/MG, ,CRUZEIRO/MG,1,Domingo ,H,2,30,2,33
5681,Concurso 406 (30/03/2010),13,1,BOAVISTA/RJ, ,BOTAFOGO/RJ,4,Segunda-feira ,A,7,28,12,30
5682,Concurso 406 (30/03/2010),14,2,FLAMENGO/RJ, ,AMÉRICA/RJ,1,Domingo ,H,36,14,13,29
5683,Concurso 407 (05/04/2010),1,1,SÃO CAETANO/SP, ,SANTOS/SP,3,Domingo ,A,39,27,21,31
5684,Concurso 407 (05/04/2010),2,3,DUQUE DE CAXIAS/RJ, ,VASCO DA GAMA/RJ,4,Domingo ,A,10,32,10,19
5685,Concurso 407 (05/04/2010),3,1,JUVENTUDE/RS, ,GRÊMIO/RS,2,Domingo ,A,26,29,19,33
5686,Concurso 407 (05/04/2010),4,2,GOIÁS/GO, ,CRAC/GO,0,Domingo ,H,37,8,25,23
5687,Concurso 407 (05/04/2010),5,1,ATLÉTICO/PR, ,PARANÁ/PR,0,Domingo ,H,30,23,19,36
5688,Concurso 407 (05/04/2010),6,0,CHAPECOENSE/SC, ,FIGUEIRENSE/SC,0,Domingo ,D,36,31,23,34
5689,Concurso 407 (05/04/2010),7,0,SÃO LUIZ/RS, ,CAXIAS/RS,2,Domingo ,A,4,7,5,32
5690,Concurso 407 (05/04/2010),8,1,BOTAFOGO/PB, ,CAMPINENSE/PB,1,Domingo ,D,13,9,15,9
5691,Concurso 407 (05/04/2010),9,0,YPIRANGA/PE, ,SANTA CRUZ/PE,2,Domingo ,A,2,17,1,43
5692,Concurso 407 (05/04/2010),10,1,FLUMINENSE/BA, ,BAHIA/BA,2,Domingo ,A,2,26,2,30
5693,Concurso 407 (05/04/2010),11,1,SERGIPE/SE, ,CONFIANÇA/SE,3,Domingo ,A,17,11,9,18
5694,Concurso 407 (05/04/2010),12,0,FRIBURGUENSE/RJ, ,FLAMENGO/RJ,3,Domingo ,A,8,34,22,29
5695,Concurso 407 (05/04/2010),13,0,ITUANO/SP, ,CORINTHIANS/SP,2,Domingo ,A,22,20,29,25
5696,Concurso 407 (05/04/2010),14,5,SÃO PAULO/SP, ,BOTAFOGO/SP,0,Domingo ,H,32,3,15,11
5697,Concurso 408 (12/04/2010),1,2,FLAMENGO/RJ, ,VASCO DA GAMA/RJ,1,Domingo ,H,37,36,14,22
5698,Concurso 408 (12/04/2010),2,0,GOIÁS/GO, ,ATLÉTICO/GO,0,Sábado ,D,38,34,25,26
5699,Concurso 408 (12/04/2010),3,2,REMO/PA, ,PAYSANDU/PA,1,Domingo ,H,35,25,25,41
5700,Concurso 408 (12/04/2010),4,1,ATLÉTICO/PR, ,PARANAVAÍ/PR,0,Sábado ,H,28,4,19,12
5701,Concurso 408 (12/04/2010),5,2,CEILÂNDIA/DF, ,BRASILIENSE/DF,1,Domingo ,H,17,28,19,24
5702,Concurso 408 (12/04/2010),6,3,COMERCIAL/MS, ,MISTO/MS,1,Sábado ,H,2,0,3,0
5703,Concurso 408 (12/04/2010),7,1,VILA NOVA/GO, ,SANTA HELENA/GO,3,Domingo ,A,25,0,28,1
5704,Concurso 408 (12/04/2010),8,2,SÃO RAIMUNDO/PA, ,CAMETÁ/PA,2,Domingo ,D,9,2,10,0
5705,Concurso 408 (12/04/2010),9,1,VILAVELHENSE/ES, ,JAGUARÉ/ES,1,Domingo ,D,3,5,9,1
5706,Concurso 408 (12/04/2010),10,4,BOTAFOGO/PB, ,NACIONAL/PB,0,Domingo ,H,14,0,16,2
5707,Concurso 408 (12/04/2010),11,0,PORTO/PE, ,NÁUTICO/PE,3,Domingo ,A,5,27,11,38
5708,Concurso 408 (12/04/2010),12,3,AMÉRICA/RJ, ,BOAVISTA/RJ,1,Sábado ,H,25,0,17,5
5709,Concurso 408 (12/04/2010),13,0,BANGU/RJ, ,MACAÉ/RJ,1,Domingo ,A,8,4,13,5
5710,Concurso 408 (12/04/2010),14,3,BOTAFOGO/RJ, ,FLUMINENSE/RJ,2,Sábado ,H,32,20,34,23
5711,Concurso 409 (19/04/2010),1,1,FLAMENGO/RJ, ,BOTAFOGO/RJ,2,Domingo ,A,37,31,13,30
5712,Concurso 409 (19/04/2010),2,3,SANTOS/SP, ,SÃO PAULO/SP,0,Domingo ,H,36,26,30,31
5713,Concurso 409 (19/04/2010),3,3,INTERNACIONAL/RS, ,PELOTAS/RS,2,Domingo ,H,41,3,13,4
5714,Concurso 409 (19/04/2010),4,1,AVAÍ/SC, ,FIGUEIRENSE/SC,1,Domingo ,D,38,31,25,32
5715,Concurso 409 (19/04/2010),5,1,CRUZEIRO/MG, ,IPATINGA/MG,3,Domingo ,A,43,16,26,29
5716,Concurso 409 (19/04/2010),6,0,E C DEMOCRATA/MG, ,ATLÉTICO/MG,0,Sábado ,D,0,37,0,35
5717,Concurso 409 (19/04/2010),7,4,ATLÉTICO/GO, ,GOIÁS/GO,2,Domingo ,H,42,31,19,34
5718,Concurso 409 (19/04/2010),8,4,SANTA HELENA/GO, ,VILA NOVA/GO,2,Sábado ,H,0,22,0,36
5719,Concurso 409 (19/04/2010),9,1,DESPORTIVA/ES, ,JAGUARÉ/ES,2,Sábado ,A,8,6,7,2
5720,Concurso 409 (19/04/2010),10,1,CEARÁ/CE, ,GUARANY/CE,0,Domingo ,H,33,2,22,5
5721,Concurso 409 (19/04/2010),11,2,NÁUTICO/PE, ,SPORT/PE,0,Domingo ,H,30,20,22,35
5722,Concurso 409 (19/04/2010),12,2,BOTAFOGO/PB, ,CAMPINENSE/PB,1,Domingo ,H,18,10,16,10
5723,Concurso 409 (19/04/2010),13,1,SANTO ANDRÉ/SP, ,GRÊMIO PRUDENTE/SP,2,Domingo ,A,23,0,19,0
5724,Concurso 409 (19/04/2010),14,2,CORITIBA/PR, ,ATLÉTICO/PR,0,Domingo ,H,32,22,21,27
5725,Concurso 410 (26/04/2010),1,0,INTERNACIONAL/RS, ,GRÊMIO/RS,2,Domingo ,A,43,29,15,30
5726,Concurso 410 (26/04/2010),2,2,SANTO ANDRÉ/SP, ,SANTOS/SP,3,Domingo ,A,24,28,19,31
5727,Concurso 410 (26/04/2010),3,2,IPATINGA/MG, ,ATLÉTICO/MG,3,Domingo ,A,30,37,27,30
5728,Concurso 410 (26/04/2010),4,0,BAHIA/BA, ,VITÓRIA/BA,1,Domingo ,A,27,21,17,30
5729,Concurso 410 (26/04/2010),5,3,CEILÂNDIA/DF, ,BRASILIENSE/DF,1,Sábado ,H,19,28,20,26
5730,Concurso 410 (26/04/2010),6,4,ATLÉTICO/GO, ,SANTA HELENA/GO,0,Domingo ,H,43,3,21,2
5731,Concurso 410 (26/04/2010),7,1,SÃO CAETANO/SP, ,BOTAFOGO/SP,0,Sábado ,H,40,3,22,16
5732,Concurso 410 (26/04/2010),8,1,JOINVILLE/SC, ,AVAÍ/SC,3,Domingo ,A,43,23,22,39
5733,Concurso 410 (26/04/2010),9,3,CONFIANÇA/SE, ,ITABAIANA/SE,1,Domingo ,H,14,8,17,8
5734,Concurso 410 (26/04/2010),10,0,CAMPINENSE/PB, ,TREZE/PB,4,Domingo ,A,22,4,20,16
5735,Concurso 410 (26/04/2010),11,1,SÃO RAIMUNDO/PA, ,REMO/PA,2,Domingo ,A,11,26,12,34
5736,Concurso 410 (26/04/2010),12,0,CENTRAL/PE, ,SPORT/PE,3,Domingo ,A,8,19,9,35
5737,Concurso 410 (26/04/2010),13,0,SANTA CRUZ/PE, ,NÁUTICO/PE,0,Domingo ,D,32,28,40,36
5738,Concurso 410 (26/04/2010),14,1,FORTALEZA/CE, ,CEARÁ/CE,0,Domingo ,H,45,33,29,29
5739,Concurso 411 (03/05/2010),1,0,GRÊMIO/RS, ,INTERNACIONAL/RS,1,Domingo ,A,48,27,19,28
5740,Concurso 411 (03/05/2010),2,2,ATLÉTICO/MG, ,IPATINGA/MG,0,Domingo ,H,30,19,19,29
5741,Concurso 411 (03/05/2010),3,2,SANTOS/SP, ,SANTO ANDRÉ/SP,3,Domingo ,A,38,26,30,42
5742,Concurso 411 (03/05/2010),4,2,CEARÁ/CE, ,FORTALEZA/CE,1,Domingo ,H,33,19,19,29
5743,Concurso 411 (03/05/2010),5,1,SANTA HELENA/GO, ,ATLÉTICO/GO,3,Domingo ,A,4,30,2,26
5744,Concurso 411 (03/05/2010),6,1,ÁGUIA/PA, ,REMO/PA,1,Sábado ,D,22,27,17,32
5745,Concurso 411 (03/05/2010),7,1,BOTAFOGO/SP, ,SÃO CAETANO/SP,0,Sábado ,H,13,14,15,35
5746,Concurso 411 (03/05/2010),8,0,VILAVELHENSE/ES, ,RIO BRANCO/ES,6,Sábado ,A,4,2,10,3
5747,Concurso 411 (03/05/2010),9,1,GURUPI/TO, ,ARAGUAÍNA/TO,1,Sábado ,D,1,3,2,2
5748,Concurso 411 (03/05/2010),10,0,ITABAIANA/SE, ,CONFIANÇA/SE,1,Domingo ,A,15,14,9,19
5749,Concurso 411 (03/05/2010),11,0,CAMPINENSE/PB, ,BOTAFOGO/PB,0,Domingo ,D,22,8,24,8
5750,Concurso 411 (03/05/2010),12,2,BRASILIENSE/DF, ,CEILÂNDIA/DF,2,Sábado ,D,36,17,18,16
5751,Concurso 411 (03/05/2010),13,2,AVAÍ/SC, ,JOINVILLE/SC,0,Domingo ,H,38,25,25,47
5752,Concurso 411 (03/05/2010),14,1,VITÓRIA/BA, ,BAHIA/BA,2,Domingo ,A,42,28,23,27
5753,Concurso 412 (10/05/2010),1,1,FLAMENGO/RJ, ,SÃO PAULO/SP,1,Domingo ,D,38,26,15,33
5754,Concurso 412 (10/05/2010),2,1,INTERNACIONAL/RS, ,CRUZEIRO/MG,2,Domingo ,A,42,31,17,34
5755,Concurso 412 (10/05/2010),3,3,BOTAFOGO/RJ, ,SANTOS/SP,3,Sábado ,D,31,30,35,32
5756,Concurso 412 (10/05/2010),4,3,NÁUTICO/PE, ,CORITIBA/PR,1,Sábado ,H,31,21,22,38
5757,Concurso 412 (10/05/2010),5,2,BRASILIENSE/DF, ,SPORT/PE,1,Sábado ,H,37,22,19,32
5758,Concurso 412 (10/05/2010),6,3,PARANÁ/PR, ,IPATINGA/MG,0,Sábado ,H,21,19,29,27
5759,Concurso 412 (10/05/2010),7,0,SÃO CAETANO/SP, ,FIGUEIRENSE/SC,1,Sábado ,A,39,32,22,28
5760,Concurso 412 (10/05/2010),8,6,AVAÍ/SC, ,GRÊMIO PRUDENTE/SP,1,Domingo ,H,40,2,24,1
5761,Concurso 412 (10/05/2010),9,1,PALMEIRAS/SP, ,VITÓRIA/BA,0,Sábado ,H,38,20,22,27
5762,Concurso 412 (10/05/2010),10,0,ATLÉTICO/GO, ,GRÊMIO/RS,0,Sábado ,D,46,27,21,29
5763,Concurso 412 (10/05/2010),11,2,CORINTHIANS/SP, ,ATLÉTICO/PR,1,Domingo ,H,29,21,28,27
5764,Concurso 412 (10/05/2010),12,1,GUARANI/SP, ,GOIÁS/GO,0,Domingo ,H,25,30,24,35
5765,Concurso 412 (10/05/2010),13,1,CEARÁ/CE, ,FLUMINENSE/RJ,0,Domingo ,H,33,22,19,25
5766,Concurso 412 (10/05/2010),14,2,ATLÉTICO/MG, ,VASCO DA GAMA/RJ,1,Domingo ,H,32,34,19,24
5767,Concurso 413 (17/05/2010),1,1,GRÊMIO/RS, ,CORINTHIANS/SP,2,Domingo ,A,46,22,19,25
5768,Concurso 413 (17/05/2010),2,2,CRUZEIRO/MG, ,AVAÍ/SC,2,Domingo ,D,43,26,29,39
5769,Concurso 413 (17/05/2010),3,1,SÃO PAULO/SP, ,BOTAFOGO/RJ,2,Domingo ,A,34,33,15,29
5770,Concurso 413 (17/05/2010),4,1,IPATINGA/MG, ,BAHIA/BA,2,Sábado ,A,30,29,27,27
5771,Concurso 413 (17/05/2010),5,1,PONTE PRETA/SP, ,PARANÁ/PR,0,Sábado ,H,30,22,30,33
5772,Concurso 413 (17/05/2010),6,3,AMÉRICA/RN, ,SÃO CAETANO/SP,3,Sábado ,D,26,12,25,33
5773,Concurso 413 (17/05/2010),7,1,DUQUE DE CAXIAS/RJ, ,NÁUTICO/PE,2,Sábado ,A,13,28,14,36
5774,Concurso 413 (17/05/2010),8,4,GRÊMIO PRUDENTE/SP, ,ATLÉTICO/MG,0,Sábado ,H,0,38,0,30
5775,Concurso 413 (17/05/2010),9,2,ATLÉTICO/PR, ,GUARANI/SP,2,Domingo ,D,26,21,19,38
5776,Concurso 413 (17/05/2010),10,0,VASCO DA GAMA/RJ, ,PALMEIRAS/SP,0,Domingo ,D,27,28,24,29
5777,Concurso 413 (17/05/2010),11,1,FLUMINENSE/RJ, ,ATLÉTICO/GO,0,Sábado ,H,27,32,26,25
5778,Concurso 413 (17/05/2010),12,1,SANTOS/SP, ,CEARÁ/CE,1,Domingo ,D,39,31,33,27
5779,Concurso 413 (17/05/2010),13,2,GOIÁS/GO, ,INTERNACIONAL/RS,3,Domingo ,A,36,25,25,25
5780,Concurso 413 (17/05/2010),14,1,VITÓRIA/BA, ,FLAMENGO/RJ,1,Sábado ,D,40,35,25,28
5781,Concurso 414 (24/05/2010),1,0,INTERNACIONAL/RS, ,SÃO PAULO/SP,2,Domingo ,A,39,27,18,34
5782,Concurso 414 (24/05/2010),2,3,BOTAFOGO/RJ, ,GOIÁS/GO,0,Sábado ,H,33,27,37,35
5783,Concurso 414 (24/05/2010),3,1,CEARÁ/CE, ,VITÓRIA/BA,0,Domingo ,H,33,18,19,28
5784,Concurso 414 (24/05/2010),4,1,AMÉRICA/MG, ,FIGUEIRENSE/SC,0,Sábado ,H,23,33,21,28
5785,Concurso 414 (24/05/2010),5,4,ASA/AL, ,SPORT/PE,1,Sábado ,H,1,22,4,33
5786,Concurso 414 (24/05/2010),6,2,SÃO CAETANO/SP, ,IPATINGA/MG,1,Sábado ,H,36,19,22,30
5787,Concurso 414 (24/05/2010),7,2,ICASA/CE, ,AMÉRICA/RN,2,Sábado ,D,16,18,12,36
5788,Concurso 414 (24/05/2010),8,3,ATLÉTICO/MG, ,ATLÉTICO/PR,1,Domingo ,H,34,19,20,29
5789,Concurso 414 (24/05/2010),9,4,PALMEIRAS/SP, ,GRÊMIO/RS,2,Sábado ,H,36,25,22,28
5790,Concurso 414 (24/05/2010),10,2,AVAÍ/SC, ,VASCO DA GAMA/RJ,0,Domingo ,H,43,34,24,26
5791,Concurso 414 (24/05/2010),11,2,GUARANI/SP, ,CRUZEIRO/MG,2,Domingo ,D,24,33,22,32
5792,Concurso 414 (24/05/2010),12,1,ATLÉTICO/GO, ,SANTOS/SP,2,Sábado ,A,41,32,21,34
5793,Concurso 414 (24/05/2010),13,3,FLAMENGO/RJ, ,GRÊMIO PRUDENTE/SP,1,Domingo ,H,37,3,15,7
5794,Concurso 414 (24/05/2010),14,1,CORINTHIANS/SP, ,FLUMINENSE/RJ,0,Domingo ,H,30,22,28,26
5795,Concurso 415 (31/05/2010),1,1,FLAMENGO/RJ, ,GRÊMIO/RS,1,Sábado ,D,36,25,16,29
5796,Concurso 415 (31/05/2010),2,4,CORINTHIANS/SP, ,SANTOS/SP,2,Domingo ,H,31,30,27,34
5797,Concurso 415 (31/05/2010),3,1,CEARÁ/CE, ,CRUZEIRO/MG,0,Domingo ,H,32,34,19,31
5798,Concurso 415 (31/05/2010),4,2,BAHIA/BA, ,SPORT/PE,0,Sábado ,H,27,22,18,35
5799,Concurso 415 (31/05/2010),5,1,BRASILIENSE/DF, ,FIGUEIRENSE/SC,1,Sábado ,D,39,29,19,27
5800,Concurso 415 (31/05/2010),6,3,SÃO CAETANO/SP, ,PONTE PRETA/SP,1,Sábado ,H,35,19,22,34
5801,Concurso 415 (31/05/2010),7,4,AMÉRICA/MG, ,IPATINGA/MG,0,Sábado ,H,22,19,20,32
5802,Concurso 415 (31/05/2010),8,4,INTERNACIONAL/RS, ,ATLÉTICO/PR,1,Domingo ,H,37,20,19,32
5803,Concurso 415 (31/05/2010),9,1,ATLÉTICO/GO, ,GOIÁS/GO,3,Domingo ,A,42,25,23,36
5804,Concurso 415 (31/05/2010),10,0,AVAÍ/SC, ,VITÓRIA/BA,0,Sábado ,D,43,18,22,27
5805,Concurso 415 (31/05/2010),11,0,PALMEIRAS/SP, ,GRÊMIO PRUDENTE/SP,0,Sábado ,D,36,4,23,10
5806,Concurso 415 (31/05/2010),12,0,GUARANI/SP, ,SÃO PAULO/SP,0,Domingo ,D,24,29,22,34
5807,Concurso 415 (31/05/2010),13,1,BOTAFOGO/RJ, ,VASCO DA GAMA/RJ,1,Domingo ,D,34,29,35,25
5808,Concurso 415 (31/05/2010),14,1,ATLÉTICO/MG, ,FLUMINENSE/RJ,3,Domingo ,A,35,21,21,26
5809,Concurso 416 (07/06/2010),1,1,INTERNACIONAL/RS, ,PALMEIRAS/SP,1,Domingo ,D,41,26,18,27
5810,Concurso 416 (07/06/2010),2,4,SANTOS/SP, ,VASCO DA GAMA/RJ,0,Domingo ,H,38,28,33,26
5811,Concurso 416 (07/06/2010),3,2,ATLÉTICO/GO, ,CRUZEIRO/MG,1,Domingo ,H,43,34,26,31
5812,Concurso 416 (07/06/2010),4,3,ASA/AL, ,ICASA/CE,0,Sábado ,H,5,4,5,7
5813,Concurso 416 (07/06/2010),5,0,AMÉRICA/RN, ,SPORT/PE,5,Sábado ,A,29,22,25,36
5814,Concurso 416 (07/06/2010),6,1,SANTO ANDRÉ/SP, ,CORITIBA/PR,3,Sábado ,A,23,22,22,41
5815,Concurso 416 (07/06/2010),7,1,PONTE PRETA/SP, ,FIGUEIRENSE/SC,2,Sábado ,A,31,30,30,25
5816,Concurso 416 (07/06/2010),8,1,VITÓRIA/BA, ,ATLÉTICO/PR,0,Sábado ,H,41,20,24,34
5817,Concurso 416 (07/06/2010),9,1,GUARANI/SP, ,GRÊMIO PRUDENTE/SP,0,Domingo ,H,21,4,21,10
5818,Concurso 416 (07/06/2010),10,0,AVAÍ/SC, ,FLUMINENSE/RJ,3,Sábado ,A,41,22,20,24
5819,Concurso 416 (07/06/2010),11,1,FLAMENGO/RJ, ,GOIÁS/GO,2,Sábado ,A,35,24,16,36
5820,Concurso 416 (07/06/2010),12,0,ATLÉTICO/MG, ,CEARÁ/CE,1,Domingo ,A,32,30,24,26
5821,Concurso 416 (07/06/2010),13,2,BOTAFOGO/RJ, ,CORINTHIANS/SP,2,Domingo ,D,35,22,36,24
5822,Concurso 416 (07/06/2010),14,3,SÃO PAULO/SP, ,GRÊMIO/RS,1,Domingo ,H,34,25,16,28
5823,Concurso 417 (16/06/2010),1,2,BRASIL, ,CORÉIA DO NORTE,1,Terça-feira ,H,22,0,2,0
5824,Concurso 417 (16/06/2010),2,1,ITÁLIA, ,PARAGUAI,1,Segunda-feira ,D,9,4,4,4
5825,Concurso 417 (16/06/2010),3,1,ARGENTINA, ,NIGÉRIA,0,Sábado ,H,4,1,3,3
5826,Concurso 417 (16/06/2010),4,2,HOLANDA, ,DINAMARCA,0,Segunda-feira ,H,0,2,0,1
5827,Concurso 417 (16/06/2010),5,1,INGLATERRA, ,ESTADOS UNIDOS,1,Sábado ,D,4,5,3,6
5828,Concurso 417 (16/06/2010),6,2,CORÉIA DO SUL, ,GRÉCIA,0,Sábado ,H,8,0,6,0
5829,Concurso 417 (16/06/2010),7,0,ARGÉLIA, ,ESLOVÊNIA,1,Domingo ,A,0,1,0,4
5830,Concurso 417 (16/06/2010),8,0,SÉRVIA, ,GANA,1,Domingo ,A,0,0,0,5
5831,Concurso 417 (16/06/2010),9,1,JAPÃO, ,CAMARÕES,0,Segunda-feira ,H,4,3,8,3
5832,Concurso 417 (16/06/2010),10,1,NOVA ZELÂNDIA, ,ESLOVÁQUIA,1,Terça-feira ,D,0,0,0,0
5833,Concurso 417 (16/06/2010),11,0,COSTA DO MARFIM, ,PORTUGAL,0,Terça-feira ,D,0,5,0,3
5834,Concurso 417 (16/06/2010),12,1,ÁFRICA DO SUL, ,MÉXICO,1,Sexta-feira ,D,2,3,3,3
5835,Concurso 417 (16/06/2010),13,4,ALEMANHA, ,AUSTRÁLIA,0,Domingo ,H,18,2,4,5
5836,Concurso 417 (16/06/2010),14,0,URUGUAI, ,FRANÇA,0,Sexta-feira ,D,1,4,2,4
5837,Concurso 418 (21/06/2010),1,3,BRASIL, ,COSTA DO MARFIM,1,Domingo ,H,24,1,3,2
5838,Concurso 418 (21/06/2010),2,0,ALEMANHA, ,SÉRVIA,1,Sexta-feira ,A,22,0,4,0
5839,Concurso 418 (21/06/2010),3,0,FRANÇA, ,MÉXICO,2,Quinta-feira ,A,2,4,3,4
5840,Concurso 418 (21/06/2010),4,0,ESPANHA, ,SUÍÇA,1,Quarta-feira ,A,14,0,4,0
5841,Concurso 418 (21/06/2010),5,4,ARGENTINA, ,CORÉIA DO SUL,1,Quinta-feira ,H,5,2,3,1
5842,Concurso 418 (21/06/2010),6,2,GRÉCIA, ,NIGÉRIA,1,Quinta-feira ,H,0,1,0,4
5843,Concurso 418 (21/06/2010),7,0,ÁFRICA DO SUL, ,URUGUAI,3,Quarta-feira ,A,3,4,4,4
5844,Concurso 418 (21/06/2010),8,2,ESLOVÊNIA, ,ESTADOS UNIDOS,2,Sexta-feira ,D,1,6,3,7
5845,Concurso 418 (21/06/2010),9,1,GANA, ,AUSTRÁLIA,1,Sábado ,D,0,2,0,9
5846,Concurso 418 (21/06/2010),10,1,CAMARÕES, ,DINAMARCA,2,Sábado ,A,1,2,2,3
5847,Concurso 418 (21/06/2010),11,0,HONDURAS, ,CHILE,1,Quarta-feira ,A,0,0,0,0
5848,Concurso 418 (21/06/2010),12,0,INGLATERRA, ,ARGÉLIA,0,Sexta-feira ,D,5,0,4,0
5849,Concurso 418 (21/06/2010),13,1,ITÁLIA, ,NOVA ZELÂNDIA,1,Domingo ,D,10,0,5,4
5850,Concurso 418 (21/06/2010),14,1,HOLANDA, ,JAPÃO,0,Sábado ,H,2,3,0,3
5851,Concurso 419 (25/06/2010),1,0,GANA, ,ALEMANHA,1,Quarta-feira ,A,1,5,1,0
5852,Concurso 419 (25/06/2010),2,1,FRANÇA, ,ÁFRICA DO SUL,2,Terça-feira ,A,2,0,5,0
5853,Concurso 419 (25/06/2010),3,0,MÉXICO, ,URUGUAI,1,Terça-feira ,A,6,7,5,4
5854,Concurso 419 (25/06/2010),4,0,GRÉCIA, ,ARGENTINA,2,Terça-feira ,A,2,3,1,5
5855,Concurso 419 (25/06/2010),5,1,CAMARÕES, ,HOLANDA,2,Quinta-feira ,A,2,1,4,1
5856,Concurso 419 (25/06/2010),6,1,ESTADOS UNIDOS, ,ARGÉLIA,0,Quarta-feira ,H,3,0,5,0
5857,Concurso 419 (25/06/2010),7,2,AUSTRÁLIA, ,SÉRVIA,1,Quarta-feira ,H,3,1,1,0
5858,Concurso 419 (25/06/2010),8,0,ESLOVÁQUIA, ,PARAGUAI,2,Domingo ,A,0,5,0,5
5859,Concurso 419 (25/06/2010),9,1,DINAMARCA, ,JAPÃO,3,Quinta-feira ,A,5,3,2,4
5860,Concurso 419 (25/06/2010),10,0,ESLOVÊNIA, ,INGLATERRA,1,Quarta-feira ,A,3,3,5,2
5861,Concurso 419 (25/06/2010),11,2,NIGÉRIA, ,CORÉIA DO SUL,2,Terça-feira ,D,0,3,0,5
5862,Concurso 419 (25/06/2010),12,1,CHILE, ,SUÍÇA,0,Segunda-feira ,H,0,1,0,0
5863,Concurso 419 (25/06/2010),13,7,PORTUGAL, ,CORÉIA DO NORTE,0,Segunda-feira ,H,10,1,4,2
5864,Concurso 419 (25/06/2010),14,2,ESPANHA, ,HONDURAS,0,Segunda-feira ,H,14,0,5,0
5865,Concurso 420 (28/06/2010),1,0,PORTUGAL, ,BRASIL,0,Sexta-feira ,D,17,19,4,10
5866,Concurso 420 (28/06/2010),2,1,CHILE, ,ESPANHA,2,Sexta-feira ,A,1,3,0,2
5867,Concurso 420 (28/06/2010),3,0,PARAGUAI, ,NOVA ZELÂNDIA,0,Quinta-feira ,D,6,1,2,5
5868,Concurso 420 (28/06/2010),4,0,CORÉIA DO NORTE, ,COSTA DO MARFIM,3,Sexta-feira ,A,0,2,0,5
5869,Concurso 420 (28/06/2010),5,0,SUÍÇA, ,HONDURAS,0,Sexta-feira ,D,0,0,0,2
5870,Concurso 420 (28/06/2010),6,3,ESLOVÁQUIA, ,ITÁLIA,2,Quinta-feira ,H,0,4,2,3
5871,Concurso 420 (28/06/2010),7,5,JACAREÍ/SP, ,SUZANO/SP,1,Sábado ,H,0,0,0,0
5872,Concurso 420 (28/06/2010),8,2,JABAQUARA/SP, ,NACIONAL/SP,2,Domingo ,D,0,2,0,5
5873,Concurso 420 (28/06/2010),9,2,VELO CLUBE/SP, ,RADIUM/SP,1,Domingo ,H,7,0,1,0
5874,Concurso 420 (28/06/2010),10,2,FERNANDÓPOLIS/SP, ,ASSISENSE/SP,1,Domingo ,H,1,1,0,2
5875,Concurso 420 (28/06/2010),11,2,ELOSPORT/SP, ,AMPARO/SP,0,Domingo ,H,1,0,3,0
5876,Concurso 420 (28/06/2010),12,2,PAULÍNIA/SP, ,PRIMAVERA/SP,2,Sábado ,D,0,4,0,5
5877,Concurso 420 (28/06/2010),13,2,GUARULHOS/SP, ,SÃO BERNARDO/SP,1,Sábado ,H,1,0,4,0
5878,Concurso 420 (28/06/2010),14,3,INTER LIMEIRA/SP, ,GUAÇUANO/SP,3,Sábado ,D,9,0,10,7
5879,Concurso 421 (05/07/2010),1,2,HOLANDA, ,BRASIL,1,Sexta-feira ,H,3,19,0,10
5880,Concurso 421 (05/07/2010),2,0,ARGENTINA, ,ALEMANHA,4,Sábado ,A,9,6,4,0
5881,Concurso 421 (05/07/2010),3,1,URUGUAI, ,GANA,1,Sexta-feira ,D,1,1,2,5
5882,Concurso 421 (05/07/2010),4,0,PARAGUAI, ,ESPANHA,1,Sábado ,A,6,5,2,3
5883,Concurso 421 (05/07/2010),5,1,CRICIÚMA/SC, ,BRUSQUE/SC,1,Domingo ,D,31,0,25,0
5884,Concurso 421 (05/07/2010),6,0,SUZANO/SP, ,ATIBAIA/SP,3,Sábado ,A,1,1,4,2
5885,Concurso 421 (05/07/2010),7,0,TUPÃ/SP, ,JOSÉ BONIFÁCIO/SP,2,Domingo ,A,3,0,2,3
5886,Concurso 421 (05/07/2010),8,0,GUARULHOS/SP, ,JABAQUARA/SP,2,Sábado ,A,3,0,5,0
5887,Concurso 421 (05/07/2010),9,1,INDEPENDENTE/SP, ,VELO CLUBE/SP,1,Domingo ,D,0,1,0,2
